dataset,split,encoder,seed,best_epoch,val_loss,test_loss,val_auc,val_aupr,val_f1,val_acc,test_auc,test_aupr,test_f1,test_acc,n_incident_nodes,n_total_nodes,n_train,n_valid,n_test,train_pos_rate,valid_pos_rate,test_pos_rate,n_hyperedges,train_test_drug_overlap
ALMANAC,random,hgnn,42,7,1.0744612216949463,1.074476957321167,0.5511680592860759,0.13706705983640383,0.0,0.8806622516556292,0.5304202362676187,0.13560116858634927,0.0,0.8806622516556292,142,142,60393,7550,7550,0.11931846290826797,0.11933774501085281,0.11933774501085281,7206,86
ALMANAC,random,kan,42,6,1.90480637550354,1.9048418998718262,0.5296129081689118,0.1281031481109908,0.20167696381288613,0.5207947019867549,0.5310886835686156,0.1259398492155856,0.20928196147110334,0.52158940397351,142,142,60393,7550,7550,0.11931846290826797,0.11933774501085281,0.11933774501085281,7206,86
ALMANAC,cold_drug,hgnn,42,9,1.2303833961486816,1.2313657999038696,0.5156212587236004,0.12095142834255246,0.0,0.8751484756499934,0.5067366112349443,0.11663132540003406,0.0,0.883834388185654,136,142,60332,7577,7584,0.11902473121881485,0.1248515248298645,0.11616560816764832,7181,60
ALMANAC,cold_drug,kan,42,0,2.9045889377593994,2.906161069869995,0.5687019901079656,0.16102866303094635,0.22421631969370662,0.14425234261581102,0.5191245453481703,0.1280439735367403,0.209316249550952,0.1293512658227848,136,142,60332,7577,7584,0.11902473121881485,0.1248515248298645,0.11616560816764832,7181,60
