dataset,split,encoder,seed,best_epoch,val_loss,test_loss,val_auc,val_aupr,val_f1,val_acc,val_best_f1,val_best_acc,val_best_threshold,test_auc,test_aupr,test_aupr_trapz,test_f1,test_acc,test_best_f1,test_best_acc,test_best_threshold,n_incident_nodes,n_total_nodes,n_nonincident_drugs,n_nonincident_clines,n_train,n_valid,n_test,train_pos_rate,valid_pos_rate,test_pos_rate,n_hyperedges,train_test_drug_overlap,n_heldout_test_drugs,n_heldout_valid_drugs,heldout_test_train_overlap,heldout_valid_train_overlap
ALMANAC,random,hgnn,42,32,4.203729152679443,4.205524921417236,0.602367583752883,0.18215503185608412,0.0,0.8806622516556292,0.2503854455750848,0.6780132450331126,0.15027311451740571,0.5845183966145134,0.17440288339544566,0.1736551628856428,0.0,0.8806622516556292,0.23826154443150951,0.74,0.1538577526807785,142,142,0,0,60393,7550,7550,0.11931846290826797,0.11933774501085281,0.11933774501085281,7206,86,0,0,0,0
ALMANAC,random,kan,42,0,3.319580554962158,3.319328546524048,0.5178113788442814,0.12641309552870306,0.21122638999733973,0.21456953642384105,0.214732197573232,0.1513907284768212,0.49781262453969893,0.5385271524478826,0.13045821291551118,0.13002813886229644,0.21658251395163433,0.2190728476821192,0.22043519394512773,0.34516556291390726,0.5020347624211698,142,142,0,0,60393,7550,7550,0.11931846290826797,0.11933774501085281,0.11933774501085281,7206,86,0,0,0,0
ALMANAC,cold_drug,hgnn,42,13,1.767236590385437,1.7454822063446045,0.6066369187202272,0.18193373804323648,0.02909090909090909,0.8590471162729313,0.29413781282139184,0.7282565659231885,0.440998056718895,0.516228693235939,0.11955711522401409,0.11927869330205085,0.05466012613875263,0.8221255274261603,0.22204557498675145,0.6128691983122363,0.4640378242617732,136,142,6,0,60332,7577,7584,0.11902473121881485,0.1248515248298645,0.11616560816764832,7181,60,3,3,0,0
ALMANAC,cold_drug,kan,42,0,3.185548782348633,3.1645193099975586,0.5801307077430852,0.16702871673219005,0.22227465785747993,0.1299986802164445,0.24273700305810397,0.4771017553121288,0.5092523790694572,0.5195907333409762,0.12849882460327816,0.12775722692838432,0.2086544161232958,0.11985759493670886,0.21061664827755303,0.15097573839662448,0.5025972300940925,136,142,6,0,60332,7577,7584,0.11902473121881485,0.1248515248298645,0.11616560816764832,7181,60,3,3,0,0
