dataset,split,encoder,seed,best_epoch,val_loss,test_loss,val_auc,val_aupr,val_f1,val_acc,test_auc,test_aupr,test_f1,test_acc,n_incident_nodes,n_total_nodes,n_nonincident_drugs,n_nonincident_clines,n_train,n_valid,n_test,train_pos_rate,valid_pos_rate,test_pos_rate,n_hyperedges,train_test_drug_overlap,n_heldout_test_drugs,n_heldout_valid_drugs,heldout_test_train_overlap,heldout_valid_train_overlap
ALMANAC,random,hgnn,42,6,1.032305121421814,1.0323219299316406,0.5562499780912203,0.14033116628617,0.0,0.8806622516556292,0.531188253755916,0.13445267311128922,0.0,0.8806622516556292,142,142,0,0,60393,7550,7550,0.11931846290826797,0.11933774501085281,0.11933774501085281,7206,86,0,0,0,0
ALMANAC,random,kan,42,0,3.016735076904297,3.0167160034179688,0.5178760619081186,0.12661311533686292,0.21109027591749263,0.21986754966887417,0.5386010997957017,0.13044786865352587,0.217018999197217,0.22490066225165564,142,142,0,0,60393,7550,7550,0.11931846290826797,0.11933774501085281,0.11933774501085281,7206,86,0,0,0,0
ALMANAC,cold_drug,hgnn,42,24,2.00246524810791,2.0141987800598145,0.6019546540163234,0.1762310270056464,0.0,0.8751484756499934,0.5137090258770745,0.11869765479162009,0.008350730688935281,0.8747362869198312,136,142,6,0,60332,7577,7584,0.11902473121881485,0.1248515248298645,0.11616560816764832,7181,60,3,3,0,0
ALMANAC,cold_drug,kan,42,0,2.830000162124634,2.8320093154907227,0.580500710513722,0.16782833913160497,0.22325139532122076,0.1367295763494787,0.518849116808287,0.1280876315927616,0.2087846684918462,0.12354957805907173,136,142,6,0,60332,7577,7584,0.11902473121881485,0.1248515248298645,0.11616560816764832,7181,60,3,3,0,0
