fold,best_epoch,val_auc,val_aupr,val_f1,val_acc,test_auc,test_aupr,test_f1,test_acc
0,1835,0.8539409245108597,0.5445012501676165,0.5203345832131526,0.8776216,0.8561699046312907,0.5716961629074894,0.5393127548048923,0.8952318
