fold,best_epoch,val_auc,val_aupr,val_f1,val_acc,test_auc,test_aupr,test_f1,test_acc
0,304,0.7149522407884296,0.24659408292324766,0.3501358285541805,0.7158506,0.6832217027867814,0.22811775956289249,0.29791395045632335,0.715981
