dataset,split,encoder,fold,best_epoch,val_auc,val_aupr,val_f1,val_acc,test_auc,test_aupr,test_f1,test_acc,file
ALMANAC,cold_drug,hypergraph,0.0,304.0,0.7149522407884296,0.2465940829232476,0.3501358285541805,0.7158506,0.6832217027867814,0.2281177595628924,0.2979139504563233,0.715981,HypergraphSynergy/Model/result_4tests_fold0/ALMANAC_cold_drug_hypergraph_seed0_summary.csv
ALMANAC,cold_drug,kan,0.0,1992.0,0.7027518736870162,0.2420586932206505,0.3410584572812176,0.74858123,0.6668737954764017,0.1838091568983391,0.2903317266798979,0.66996306,HypergraphSynergy/Model/result_4tests_fold0/ALMANAC_cold_drug_kan_seed0_summary.csv
ALMANAC,random,hypergraph,0.0,1835.0,0.8539409245108597,0.5445012501676165,0.5203345832131526,0.8776216,0.8561699046312907,0.5716961629074894,0.5393127548048923,0.8952318,HypergraphSynergy/Model/result_4tests_fold0/ALMANAC_random_hypergraph_seed0_summary.csv
ALMANAC,random,kan,0.0,1958.0,0.8557801091813991,0.5478939927761518,0.5303970223325062,0.88858634,0.8508131454013512,0.5590889838520092,0.5382775119617225,0.89774835,HypergraphSynergy/Model/result_4tests_fold0/ALMANAC_random_kan_seed0_summary.csv
