fold,best_epoch,val_auc,val_aupr,val_f1,val_acc,test_auc,test_aupr,test_f1,test_acc
0,1958,0.8557801091813991,0.5478939927761518,0.5303970223325062,0.88858634,0.8508131454013512,0.5590889838520092,0.5382775119617225,0.89774835
