fold,best_epoch,val_auc,val_aupr,val_f1,val_acc,test_auc,test_aupr,test_f1,test_acc
0,1992,0.7027518736870162,0.2420586932206505,0.3410584572812176,0.74858123,0.6668737954764017,0.18380915689833913,0.29033172667989793,0.66996306
