fold,best_epoch,val_auc,val_aupr,val_f1,val_acc,test_auc,test_aupr,test_f1,test_acc
0,0,0.46751072190158094,0.10563749825208135,0.20952004219409281,0.1176687,0.4801421324779256,0.11185874549073119,0.21299940369707812,0.12596026
