fold,best_epoch,val_auc,val_aupr,val_f1,val_acc,test_auc,test_aupr,test_f1,test_acc
0,0,0.5235546378197351,0.1336464230155726,0.22609871534820825,0.24468787,0.5102912735128171,0.11721903105460313,0.2086914417140782,0.1380538
