fold,best_epoch,val_auc,val_aupr,val_f1,val_acc,test_auc,test_aupr,test_f1,test_acc
0,0,0.5211010929030415,0.13339189256539805,0.21076000888033744,0.21517403,0.5178510233027623,0.12769158655358398,0.21444444444444444,0.25086093
