fold,best_epoch,val_auc,val_aupr,val_f1,val_acc,test_auc,test_aupr,test_f1,test_acc
0,0,0.42571807797509487,0.10863770432181039,0.2220917948115976,0.12537944,0.4834202687295217,0.10863718776884455,0.2100595464335487,0.17787448
